Location,Date,Division,Grade,Pounds,Tons,Units,Check_Num,Receipt,Invoice,Notes,Filename
Fort Gillem,10/29/2017,11,[ 11 ]  OCC,33920,16.96,,,144612,2540669,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,10/29/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144612,2540669,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,10/31/2017,11,[ 11 ]  OCC,35600,17.8,,,144840,AU10178357,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,10/31/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144840,AU10178357,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/1/2017,11,[ 11 ]  OCC,33700,16.85,,,144843,2540654,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/1/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144843,2540654,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/1/2017,11,[ 11 ]  OCC,33320,16.66,,,144844,2540658,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/1/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144844,2540658,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/8/2017,11,[ 11 ]  OCC,37800,18.9,,,144853,AU11176628,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/8/2017,11,[ 11 ]  OCC,37640,18.82,,,144854,AU11176629,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/10/2017,11,[ 11 ]  OCC,41320,20.66,,,144855,AU11176630,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/9/2017,11,[ 11 ]  OCC,36680,18.34,,,144856,AU11176634,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/9/2017,11,[ 11 ]  OCC,40460,20.23,,,144857,AU11176635,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/4/2017,11,[ 11 ]  OCC,42000,21,,,144858,AU11176640,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/9/2017,11,[ 11 ]  OCC,39980,19.99,,,144859,AU11176643,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/10/2017,11,[ 11 ]  OCC,39180,19.59,,,144860,AU11176644,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/10/2017,11,[ 11 ]  OCC,40100,20.05,,,144861,AU11176645,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/10/2017,11,[ 11 ]  OCC,44260,22.13,,,144862,AU11176646,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/6/2017,11,[ 11 ]  OCC,40220,20.11,,,144863,AU11176647,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/10/2017,11,[ 11 ]  OCC,36940,18.47,,,144864,AU11176648,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 11 ]  OCC,35720,17.86,,,144865,AU11176649,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/14/2017,11,[ 11 ]  OCC,41540,20.77,,,144866,AU11176650,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/15/2017,11,[ 11 ]  OCC,34140,17.07,,,144867,AU11176653,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/15/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144867,AU11176653,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 11 ]  OCC,37660,18.83,,,144868,AU11176654,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/15/2017,11,[ 11 ]  OCC,39420,19.71,,,144869,AU11176655,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 11 ]  OCC,40000,20,,,144870,AU11176656,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/11/2017,11,[ 11 ]  OCC,40860,20.43,,,144871,AU11176657,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 11 ]  OCC,37200,18.6,,,144872,AU11176658,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/12/2017,11,[ 11 ]  OCC,36000,18,,,144873,AU11176659,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 11 ]  OCC,40100,20.05,,,144874,AU11176660,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 11 ]  OCC,39440,19.72,,,144875,AU11176661,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/6/2017,11,[ 11 ]  OCC,38160,19.08,,,144878,AU11176704,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/6/2017,11,[ 11 ]  OCC,36460,18.23,,,144879,AU11176705,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/7/2017,11,[ 11 ]  OCC,35200,17.6,,,144880,AU11176707,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/7/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144880,AU11176707,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/7/2017,11,[ 11 ]  OCC,40140,20.07,,,144889,2567698,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/7/2017,11,[ 11 ]  OCC,39040,19.52,,,144890,2567699,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/7/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144890,2567699,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/7/2017,11,[ 11 ]  OCC,38140,19.07,,,144891,2567700,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/7/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144891,2567700,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/8/2017,11,[ 11 ]  OCC,37360,18.68,,,144892,2567701,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/8/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144892,2567701,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/9/2017,11,[ 11 ]  OCC,39540,19.77,,,144893,2567702,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/9/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144893,2567702,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/9/2017,11,[ 11 ]  OCC,39280,19.64,,,144894,2567703,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/9/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144894,2567703,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/10/2017,11,[ 11 ]  OCC,37460,18.73,,,144895,2567704,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/10/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144895,2567704,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/12/2017,11,[ 11 ]  OCC,40180,20.09,,,144896,2567705,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/12/2017,11,[ 11 ]  OCC,40700,20.35,,,144897,2567706,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/6/2017,11,[ 11 ]  OCC,38280,19.14,,,144898,2567707,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/6/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144898,2567707,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/12/2017,11,[ 11 ]  OCC,38300,19.15,,,144899,2567708,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/12/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144899,2567708,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/12/2017,11,[ 11 ]  OCC,36200,18.1,,,144900,2567709,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/12/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144900,2567709,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/10/2017,11,[ 11 ]  OCC,36060,18.03,,,144901,2567710,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/10/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144901,2567710,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/12/2017,11,[ 11 ]  OCC,40020,20.01,,,144902,2567711,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/6/2017,11,[ 11 ]  OCC,35760,17.88,,,144903,2567712,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/6/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144903,2567712,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/11/2017,11,[ 11 ]  OCC,39120,19.56,,,144904,2567713,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/11/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144904,2567713,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/12/2017,11,[ 11 ]  OCC,39000,19.5,,,144905,2567714,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/12/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144905,2567714,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/6/2017,11,[ 11 ]  OCC,38260,19.13,,,144906,2567715,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/6/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144906,2567715,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/9/2017,11,[ 11 ]  OCC,39640,19.82,,,144927,AU11176984,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/9/2017,11,[ 11 ]  OCC,40240,20.12,,,144928,AU11176985,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/9/2017,11,[ 11 ]  OCC,37640,18.82,,,144929,AU11176986,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/9/2017,11,[ 11 ]  OCC,36480,18.24,,,144930,AU11176987,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/10/2017,11,[ 11 ]  OCC,36840,18.42,,,144931,AU11176988,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/10/2017,11,[ 11 ]  OCC,37840,18.92,,,144932,AU11176989,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/10/2017,11,[ 11 ]  OCC,36440,18.22,,,144933,AU11176990,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 11 ]  OCC,36240,18.12,,,144934,AU11176992,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 11 ]  OCC,38680,19.34,,,144935,AU11176994,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 11 ]  OCC,41120,20.56,,,144936,AU11176995,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/14/2017,11,[ 11 ]  OCC,36160,18.08,,,144937,AU11176996,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 11 ]  OCC,36880,18.44,,,144938,AU11176997,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 11 ]  OCC,39040,19.52,,,144942,2577461,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144942,2577461,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 11 ]  OCC,39040,19.52,,,144943,2577462,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144943,2577462,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 11 ]  OCC,39240,19.62,,,144944,2577464,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144944,2577464,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/14/2017,11,[ 11 ]  OCC,34940,17.47,,,144952,AU11177203,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/14/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,144952,AU11177203,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/15/2017,11,[ 11 ]  OCC,36760,18.38,,,144953,AU11177204,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 11 ]  OCC,37960,18.98,,,145002,AU11176993,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 11 ]  OCC,38720,19.36,,,145007,2577465,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,145007,2577465,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/14/2017,11,[ 11 ]  OCC,36480,18.24,,,145008,2577466,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/14/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,145008,2577466,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/14/2017,11,[ 11 ]  OCC,38060,19.03,,,145009,2577467,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/14/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,145009,2577467,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/14/2017,11,[ 11 ]  OCC,37780,18.89,,,145010,2577468,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/14/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,145010,2577468,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/14/2017,11,[ 11 ]  OCC,37100,18.55,,,145011,2577469,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/14/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,145011,2577469,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/14/2017,11,[ 11 ]  OCC,40980,20.49,,,145019,AU11177057,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/14/2017,11,[ 11 ]  OCC,39460,19.73,,,145020,AU11177058,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,10/28/2017,11,[ 11 ]  OCC,39500,19.75,,,145179,2532340,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,10/28/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,145179,2532340,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/11/2017,11,[ 11 ]  OCC,43820,21.91,,,145193,AU11176642,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/6/2017,11,[ 11 ]  OCC,36680,18.34,,,145410,AU11176633,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,10/31/2017,11,[ 11 ]  OCC,6660,3.33,,,300106270,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/1/2017,11,[ 11 ]  OCC,8930,4.465,,,300106271,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/2/2017,11,[ 11 ]  OCC,7900,3.95,,,300106272,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/3/2017,11,[ 11 ]  OCC,10880,5.44,,,300106273,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/2/2017,11,[ 11 ]  OCC,9220,4.61,,,300106419,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/2/2017,11,[ 11 ]  OCC,1880,0.94,,,300106420,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/3/2017,11,[ 11 ]  OCC,5980,2.99,,,300106421,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/10/2017,11,[ 11 ]  OCC,8800,4.4,,,300106422,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/7/2017,11,[ 11 ]  OCC,11830,5.915,,,300106596,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/8/2017,11,[ 11 ]  OCC,13260,6.63,,,300106597,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/9/2017,11,[ 11 ]  OCC,5670,2.835,,,300106598,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/10/2017,11,[ 11 ]  OCC,10430,5.215,,,300106599,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/13/2017,11,[ 11 ]  OCC,12810,6.405,,,300106740,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/14/2017,11,[ 11 ]  OCC,9140,4.57,,,300106741,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,11/15/2017,11,[ 11 ]  OCC,12400,6.2,,,300106742,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 11 18 17 payment.xls
Fort Gillem,4/1/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,138643,2170488,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 6 15 17 payment.xls
Fort Gillem,4/23/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,138497,2201701,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 6 15 17 payment.xls
Fort Gillem,4/24/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,138503,2208951,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 6 15 17 payment.xls
Fort Gillem,4/25/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,138504,2208952,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 6 15 17 payment.xls
Fort Gillem,4/25/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,138526,2208954,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 6 15 17 payment.xls
Fort Gillem,4/27/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,138508,2208959,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 6 15 17 payment.xls
Fort Gillem,4/28/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,138509,2208961,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 6 15 17 payment.xls
Fort Gillem,4/29/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,138529,2208966,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 6 15 17 payment.xls
Fort Gillem,4/30/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,138530,2208967,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 6 15 17 payment.xls
Fort Gillem,5/1/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,138553,2224696,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 6 15 17 payment.xls
Fort Gillem,5/3/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,138554,2224697,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 6 15 17 payment.xls
Fort Gillem,5/3/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,138556,2224699,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 6 15 17 payment.xls
Fort Gillem,5/3/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,138557,2224700,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 6 15 17 payment.xls
Fort Gillem,5/3/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,138822,2224701,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 6 15 17 payment.xls
Fort Gillem,5/3/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,138823,2224702,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 6 15 17 payment.xls
Fort Gillem,5/3/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,,138824,2224703,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 6 15 17 payment.xls
