Location,Date,Division,Grade,Pounds,Tons,Units,Check_Num,Receipt,Invoice,Notes,Filename
Fort Gillem,3/27/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,164131,137305,AU03178906,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/27/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,164131,137308,AU03178909,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/28/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,164131,137307,AU03178908,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/30/2017,11,[ 935 ]  FREIGHT OUT CHARGEBACK,0,0,,164131,137436,AU03178663,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/27/2017,11,[ 11 ]  OCC,6410,3.205,,164131,300100020,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/29/2017,11,[ 11 ]  OCC,8470,4.235,,164131,300100127,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/30/2017,11,[ 11 ]  OCC,9250,4.625,,164131,300100166,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/28/2017,11,[ 11 ]  OCC,9950,4.975,,164131,300100081,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/20/2017,11,[ 11 ]  OCC,11890,5.945,,164131,300099842,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/17/2017,11,[ 11 ]  OCC,8100,4.05,,164131,300099805,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,10240,5.12,,164131,300099884,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/22/2017,11,[ 11 ]  OCC,10740,5.37,,164131,300099929,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/28/2017,11,[ 11 ]  OCC,6600,3.3,,164131,300100118,,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/17/2017,11,[ 11 ]  OCC,35660,17.83,,164131,137121,AU03178502,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/17/2017,11,[ 11 ]  OCC,37560,18.78,,164131,137093,AU03178424,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/17/2017,11,[ 11 ]  OCC,34080,17.04,,164131,137122,AU03178503,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/17/2017,11,[ 11 ]  OCC,39000,19.5,,164131,137232,AU03178444,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/17/2017,11,[ 11 ]  OCC,32780,16.39,,164131,137111,2150611,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/17/2017,11,[ 11 ]  OCC,34780,17.39,,164131,137128,2155436,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/17/2017,11,[ 11 ]  OCC,39420,19.71,,164131,137096,AU03178427,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/17/2017,11,[ 11 ]  OCC,39140,19.57,,164131,137109,2150609,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/17/2017,11,[ 11 ]  OCC,36060,18.03,,164131,137127,2155435,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/18/2017,11,[ 11 ]  OCC,37220,18.61,,164131,137100,AU03178431,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/18/2017,11,[ 11 ]  OCC,35060,17.53,,164131,137097,AU03178428,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/18/2017,11,[ 11 ]  OCC,34720,17.36,,164131,137110,2150610,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/18/2017,11,[ 11 ]  OCC,38440,19.22,,164131,137099,AU03178430,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/18/2017,11,[ 11 ]  OCC,35960,17.98,,164131,137115,2150615,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/19/2017,11,[ 11 ]  OCC,33620,16.81,,164131,137098,AU03178429,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/20/2017,11,[ 11 ]  OCC,35660,17.83,,164131,137101,AU03178432,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/20/2017,11,[ 11 ]  OCC,37280,18.64,,164131,137106,AU03178440,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/20/2017,11,[ 11 ]  OCC,35980,17.99,,164131,137112,2150612,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/20/2017,11,[ 11 ]  OCC,39540,19.77,,164131,137102,AU03178433,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/20/2017,11,[ 11 ]  OCC,36820,18.41,,164131,137113,2150613,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,31660,15.83,,164131,137263,AU03178680,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,32860,16.43,,164131,137261,AU03178678,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,31840,15.92,,164131,137139,AU03178681,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,35380,17.69,,164131,137264,AU03178682,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,34640,17.32,,164131,137138,AU03178676,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,35160,17.58,,164131,137103,AU03178434,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,38300,19.15,,164131,137104,AU03178435,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,34420,17.21,,164131,137226,AU03178437,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,33460,16.73,,164131,137137,AU03178674,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,35060,17.53,,164131,137240,2159992,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,37460,18.73,,164131,137114,2150614,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,34220,17.11,,164131,137129,2155437,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,31480,15.74,,164131,137260,AU03178677,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,36740,18.37,,164131,137242,2159994,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,34400,17.2,,164131,137259,AU03178675,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,35600,17.8,,164131,137262,AU03178679,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/21/2017,11,[ 11 ]  OCC,37040,18.52,,164131,137241,2159993,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/22/2017,11,[ 11 ]  OCC,36120,18.06,,164131,137244,AU03178646,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/22/2017,11,[ 11 ]  OCC,36520,18.26,,164131,137282,AU03178767,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/22/2017,11,[ 11 ]  OCC,34300,17.15,,164131,137284,AU03178769,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/22/2017,11,[ 11 ]  OCC,39380,19.69,,164131,137228,AU03178439,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/22/2017,11,[ 11 ]  OCC,32540,16.27,,164131,137265,AU03178683,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/22/2017,11,[ 11 ]  OCC,36940,18.47,,164131,137105,AU03178436,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/22/2017,11,[ 11 ]  OCC,35300,17.65,,164131,137285,AU03178770,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/22/2017,11,[ 11 ]  OCC,36160,18.08,,164131,137430,2159996,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/22/2017,11,[ 11 ]  OCC,35900,17.95,,164131,137429,2159995,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/23/2017,11,[ 11 ]  OCC,34420,17.21,,164131,137286,AU03178771,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/23/2017,11,[ 11 ]  OCC,30940,15.47,,164131,137289,AU03178775,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/23/2017,11,[ 11 ]  OCC,41160,20.58,,164131,137229,AU03178441,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/23/2017,11,[ 11 ]  OCC,35400,17.7,,164131,137288,AU03178774,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/23/2017,11,[ 11 ]  OCC,37520,18.76,,164131,137230,AU03178442,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/23/2017,11,[ 11 ]  OCC,40780,20.39,,164131,137233,AU03178445,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/23/2017,11,[ 11 ]  OCC,31700,15.85,,164131,137287,AU03178772,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/23/2017,11,[ 11 ]  OCC,37880,18.94,,164131,137231,AU03178443,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/23/2017,11,[ 11 ]  OCC,35200,17.6,,164131,137431,2159997,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/24/2017,11,[ 11 ]  OCC,37260,18.63,,164131,137247,AU03178649,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/24/2017,11,[ 11 ]  OCC,37720,18.86,,164131,137246,AU03178648,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/24/2017,11,[ 11 ]  OCC,36300,18.15,,164131,137302,AU03178903,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/24/2017,11,[ 11 ]  OCC,36480,18.24,,164131,137245,AU03178647,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/24/2017,11,[ 11 ]  OCC,38100,19.05,,164131,137248,AU03178650,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/24/2017,11,[ 11 ]  OCC,33880,16.94,,164131,137300,AU03178901,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/24/2017,11,[ 11 ]  OCC,34000,17,,164131,137249,AU03178651,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/24/2017,11,[ 11 ]  OCC,33200,16.6,,164131,137303,AU03178904,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/25/2017,11,[ 11 ]  OCC,38780,19.39,,164131,137254,AU03178656,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/25/2017,11,[ 11 ]  OCC,34500,17.25,,164131,137283,AU03178768,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/25/2017,11,[ 11 ]  OCC,37420,18.71,,164131,137253,AU03178655,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/25/2017,11,[ 11 ]  OCC,36740,18.37,,164131,137255,AU03178657,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/26/2017,11,[ 11 ]  OCC,39840,19.92,,164131,137433,AU03178660,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/27/2017,11,[ 11 ]  OCC,33100,16.55,,164131,137304,AU03178905,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/27/2017,11,[ 11 ]  OCC,38300,19.15,,164131,137257,AU03178666,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/27/2017,11,[ 11 ]  OCC,33620,16.81,,164131,137305,AU03178906,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/27/2017,11,[ 11 ]  OCC,40820,20.41,,164131,137252,AU03178654,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/27/2017,11,[ 11 ]  OCC,30660,15.33,,164131,137308,AU03178909,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/27/2017,11,[ 11 ]  OCC,37000,18.5,,164131,137258,AU03178667,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/27/2017,11,[ 11 ]  OCC,37420,18.71,,164131,137309,AU03178910,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/27/2017,11,[ 11 ]  OCC,38680,19.34,,164131,137251,AU03178653,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
Fort Gillem,3/27/2017,11,[ 11 ]  OCC,38680,19.34,,164131,137256,AU03178659,,baled_pmt_detail/Caraustar/011 Caraustar/done/Caraustar Ft Gillem 4 30 17 payment.xls
